algorithm,time_mean,time_std,mem_mean,mem_std
brute_force,1.5249221083261848,4.433832154908031,829.3333333333334,92.54743957251637
dp,0.0039377833309117306,0.0042576577829008715,6165.333333333333,3737.316134034461
memo,0.003010008319203378,0.0033674051417741002,25545.11111111111,22000.6816436969
recursive,0.7803175666712276,2.258380833918093,537.7777777777778,153.7655192838593
