instance_path,instance_name,A,N,seed,algorithm,resultado,tiempo,memoria
data/instancias/inst_A25_N10_2_20251208183451.txt,inst_A25_N10_2_20251208183451,25,10,61,brute_force,4675,0.4016886999597773,928
data/instancias/inst_A25_N10_2_20251208183451.txt,inst_A25_N10_2_20251208183451,25,10,61,recursive,4675,0.2713701999746263,672
data/instancias/inst_A25_N10_2_20251208183451.txt,inst_A25_N10_2_20251208183451,25,10,61,memo,4675,0.002230199985206127,17000
data/instancias/inst_A25_N10_2_20251208183451.txt,inst_A25_N10_2_20251208183451,25,10,61,dp,4675,0.002725000027567148,6848
data/instancias/inst_A25_N10_3_20251208183452.txt,inst_A25_N10_3_20251208183452,25,10,62,brute_force,4459,0.1986998999491334,864
data/instancias/inst_A25_N10_3_20251208183452.txt,inst_A25_N10_3_20251208183452,25,10,62,recursive,4459,0.10897919989656657,608
data/instancias/inst_A25_N10_3_20251208183452.txt,inst_A25_N10_3_20251208183452,25,10,62,memo,4459,0.001932899933308363,17320
data/instancias/inst_A25_N10_3_20251208183452.txt,inst_A25_N10_3_20251208183452,25,10,62,dp,4459,0.002433100016787648,6432
data/instancias/inst_A25_N15_0_20251208183452.txt,inst_A25_N15_0_20251208183452,25,15,63,brute_force,4410,0.9527519000694156,960
data/instancias/inst_A25_N15_0_20251208183452.txt,inst_A25_N15_0_20251208183452,25,15,63,recursive,4410,0.2685760000022128,640
data/instancias/inst_A25_N15_0_20251208183452.txt,inst_A25_N15_0_20251208183452,25,15,63,memo,4410,0.00273199996445328,16680
data/instancias/inst_A25_N15_0_20251208183452.txt,inst_A25_N15_0_20251208183452,25,15,63,dp,4410,0.003425200004130602,6112
data/instancias/inst_A25_N15_1_20251208183453.txt,inst_A25_N15_1_20251208183453,25,15,64,brute_force,4646,0.3706116999965161,928
data/instancias/inst_A25_N15_1_20251208183453.txt,inst_A25_N15_1_20251208183453,25,15,64,recursive,4646,0.2032005999935791,640
data/instancias/inst_A25_N15_1_20251208183453.txt,inst_A25_N15_1_20251208183453,25,15,64,memo,4646,0.002703599981032312,50944
data/instancias/inst_A25_N15_1_20251208183453.txt,inst_A25_N15_1_20251208183453,25,15,64,dp,4646,0.0026867000851780176,7120
data/instancias/inst_A25_N15_2_20251208183454.txt,inst_A25_N15_2_20251208183454,25,15,65,brute_force,4389,0.23889590008184314,832
data/instancias/inst_A25_N15_2_20251208183454.txt,inst_A25_N15_2_20251208183454,25,15,65,recursive,4389,0.09489579999353737,592
data/instancias/inst_A25_N15_2_20251208183454.txt,inst_A25_N15_2_20251208183454,25,15,65,memo,4389,0.0032993999775499105,43120
data/instancias/inst_A25_N15_2_20251208183454.txt,inst_A25_N15_2_20251208183454,25,15,65,dp,4389,0.003942799987271428,7840
data/instancias/inst_A25_N15_3_20251208183454.txt,inst_A25_N15_3_20251208183454,25,15,66,brute_force,4900,1.9701893000165,960
data/instancias/inst_A25_N15_3_20251208183454.txt,inst_A25_N15_3_20251208183454,25,15,66,recursive,4900,0.6086634000530466,704
data/instancias/inst_A25_N15_3_20251208183454.txt,inst_A25_N15_3_20251208183454,25,15,66,memo,4900,0.003215199918486178,32072
data/instancias/inst_A25_N15_3_20251208183454.txt,inst_A25_N15_3_20251208183454,25,15,66,dp,4900,0.003881499986164272,7744
data/instancias/inst_A50_N5_0_20251208183457.txt,inst_A50_N5_0_20251208183457,50,5,67,brute_force,7712,0.00661679997574538,704
data/instancias/inst_A50_N5_0_20251208183457.txt,inst_A50_N5_0_20251208183457,50,5,67,recursive,7712,0.003679199959151447,384
data/instancias/inst_A50_N5_0_20251208183457.txt,inst_A50_N5_0_20251208183457,50,5,67,memo,7712,0.0010215999791398644,9512
data/instancias/inst_A50_N5_0_20251208183457.txt,inst_A50_N5_0_20251208183457,50,5,67,dp,7712,0.003192499978467822,7360
data/instancias/inst_A50_N5_1_20251208183457.txt,inst_A50_N5_1_20251208183457,50,5,68,brute_force,8964,0.02385379991028458,736
data/instancias/inst_A50_N5_1_20251208183457.txt,inst_A50_N5_1_20251208183457,50,5,68,recursive,8964,0.01892030006274581,544
data/instancias/inst_A50_N5_1_20251208183457.txt,inst_A50_N5_1_20251208183457,50,5,68,memo,8964,0.0031695999205112457,16520
data/instancias/inst_A50_N5_1_20251208183457.txt,inst_A50_N5_1_20251208183457,50,5,68,dp,8964,0.005689700017683208,4736
data/instancias/inst_A50_N5_2_20251208183457.txt,inst_A50_N5_2_20251208183457,50,5,69,brute_force,7488,0.008100799983367324,704
data/instancias/inst_A50_N5_2_20251208183457.txt,inst_A50_N5_2_20251208183457,50,5,69,recursive,7488,0.005619700066745281,384
data/instancias/inst_A50_N5_2_20251208183457.txt,inst_A50_N5_2_20251208183457,50,5,69,memo,7488,0.0014518999960273504,18024
data/instancias/inst_A50_N5_2_20251208183457.txt,inst_A50_N5_2_20251208183457,50,5,69,dp,7488,0.003760899999178946,6784
data/instancias/inst_A50_N5_3_20251208183457.txt,inst_A50_N5_3_20251208183457,50,5,70,brute_force,8722,0.03429490001872182,736
data/instancias/inst_A50_N5_3_20251208183457.txt,inst_A50_N5_3_20251208183457,50,5,70,recursive,8722,0.022989499964751303,512
data/instancias/inst_A50_N5_3_20251208183457.txt,inst_A50_N5_3_20251208183457,50,5,70,memo,8722,0.0030622000340372324,22272
data/instancias/inst_A50_N5_3_20251208183457.txt,inst_A50_N5_3_20251208183457,50,5,70,dp,8722,0.005161800072528422,6176
data/instancias/inst_A50_N10_0_20251208183457.txt,inst_A50_N10_0_20251208183457,50,10,71,brute_force,8742,2.181180299958214,864
data/instancias/inst_A50_N10_0_20251208183457.txt,inst_A50_N10_0_20251208183457,50,10,71,recursive,8742,0.7418042001081631,640
data/instancias/inst_A50_N10_0_20251208183457.txt,inst_A50_N10_0_20251208183457,50,10,71,memo,8742,0.0063952000346034765,51208
data/instancias/inst_A50_N10_0_20251208183457.txt,inst_A50_N10_0_20251208183457,50,10,71,dp,8742,0.008328600088134408,8128
data/instancias/inst_A50_N10_1_20251208183500.txt,inst_A50_N10_1_20251208183500,50,10,72,brute_force,9851,1.5694088999880478,864
data/instancias/inst_A50_N10_1_20251208183500.txt,inst_A50_N10_1_20251208183500,50,10,72,recursive,9851,1.205064400099218,704
data/instancias/inst_A50_N10_1_20251208183500.txt,inst_A50_N10_1_20251208183500,50,10,72,memo,9851,0.006948500056751072,30664
data/instancias/inst_A50_N10_1_20251208183500.txt,inst_A50_N10_1_20251208183500,50,10,72,dp,9851,0.009207799914292991,6720
data/instancias/inst_A50_N10_2_20251208183503.txt,inst_A50_N10_2_20251208183503,50,10,73,brute_force,7334,0.40309669997077435,832
data/instancias/inst_A50_N10_2_20251208183503.txt,inst_A50_N10_2_20251208183503,50,10,73,recursive,7334,0.29214000003412366,640
data/instancias/inst_A50_N10_2_20251208183503.txt,inst_A50_N10_2_20251208183503,50,10,73,memo,7334,0.005755399935878813,32104
data/instancias/inst_A50_N10_2_20251208183503.txt,inst_A50_N10_2_20251208183503,50,10,73,dp,7334,0.00862859992776066,10112
data/instancias/inst_A50_N10_3_20251208183503.txt,inst_A50_N10_3_20251208183503,50,10,74,brute_force,7286,1.0358420999255031,832
data/instancias/inst_A50_N10_3_20251208183503.txt,inst_A50_N10_3_20251208183503,50,10,74,recursive,7286,0.43904779991135,640
data/instancias/inst_A50_N10_3_20251208183503.txt,inst_A50_N10_3_20251208183503,50,10,74,memo,7286,0.006434899987652898,46928
data/instancias/inst_A50_N10_3_20251208183503.txt,inst_A50_N10_3_20251208183503,50,10,74,dp,7286,0.008260599919594824,11776
data/instancias/inst_A50_N15_0_20251208183505.txt,inst_A50_N15_0_20251208183505,50,15,75,brute_force,9106,3.353531299973838,896
data/instancias/inst_A50_N15_0_20251208183505.txt,inst_A50_N15_0_20251208183505,50,15,75,recursive,9106,1.8050282000331208,736
data/instancias/inst_A50_N15_0_20251208183505.txt,inst_A50_N15_0_20251208183505,50,15,75,memo,9106,0.010140000027604401,78680
data/instancias/inst_A50_N15_0_20251208183505.txt,inst_A50_N15_0_20251208183505,50,15,75,dp,9106,0.012284999946132302,12448
data/instancias/inst_A50_N15_1_20251208183510.txt,inst_A50_N15_1_20251208183510,50,15,76,brute_force,9600,8.127713600057177,896
data/instancias/inst_A50_N15_1_20251208183510.txt,inst_A50_N15_1_20251208183510,50,15,76,recursive,9600,4.426504299975932,704
data/instancias/inst_A50_N15_1_20251208183510.txt,inst_A50_N15_1_20251208183510,50,15,76,memo,9600,0.01103479997254908,61640
data/instancias/inst_A50_N15_1_20251208183510.txt,inst_A50_N15_1_20251208183510,50,15,76,dp,9600,0.014994299970567226,15296
data/instancias/inst_A50_N15_2_20251208183523.txt,inst_A50_N15_2_20251208183523,50,15,77,brute_force,7873,6.903493999969214,928
data/instancias/inst_A50_N15_2_20251208183523.txt,inst_A50_N15_2_20251208183523,50,15,77,recursive,7873,4.1809187000617385,768
data/instancias/inst_A50_N15_2_20251208183523.txt,inst_A50_N15_2_20251208183523,50,15,77,memo,7873,0.011765799950808287,86632
data/instancias/inst_A50_N15_2_20251208183523.txt,inst_A50_N15_2_20251208183523,50,15,77,dp,7873,0.013089000014588237,12904
data/instancias/inst_A50_N15_3_20251208183534.txt,inst_A50_N15_3_20251208183534,50,15,78,brute_force,9615,25.10390979994554,960
data/instancias/inst_A50_N15_3_20251208183534.txt,inst_A50_N15_3_20251208183534,50,15,78,recursive,9615,12.522669399972074,864
data/instancias/inst_A50_N15_3_20251208183534.txt,inst_A50_N15_3_20251208183534,50,15,78,memo,9615,0.01057269994635135,72624
data/instancias/inst_A50_N15_3_20251208183534.txt,inst_A50_N15_3_20251208183534,50,15,78,dp,9615,0.013477099942974746,15392
